q_id,corr_opt,diff_lev,top_id,chap_id
171642,['3'],10,4532,612
171643,['1'],13,4406,593
171644,['2'],10,4532,612
171645,['1'],13,4045,368
171646,['1'],14,4226,382
171647,['3'],10,4532,612
171648,['3'],5,4226,382
171649,['3'],13,4167,380
171650,['3'],10,4532,612
171651,['1'],10,4532,612
171652,['1'],10,4532,612
171653,['1'],13,4031,367
171654,['2'],13,4408,593
171655,['3'],10,4532,612
171656,['3'],14,4225,382
171657,['4'],10,4532,612
171658,['2'],19,4532,612
171659,['2'],10,4532,612
171660,['3'],10,4406,593
171661,['4'],10,4532,612
171662,['1'],13,4031,367
171663,['2'],10,4532,612
171664,['1'],1,4532,612
171665,['3'],10,4532,612
171666,['3'],10,4532,612
171667,['2'],10,4532,612
171668,['1'],13,4170,380
171670,['3'],13,4532,612
171671,['1'],10,4532,612
171672,['4'],10,4532,612
171673,['2'],10,4532,612
171674,['2'],14,4218,381
171675,['1'],10,4532,612
171676,['1'],14,4224,382
171677,['2'],10,4532,612
171678,['2'],13,4406,593
171679,['2'],14,4225,382
171680,['4'],10,4532,612
171681,['3'],10,4532,612
171682,['1'],10,4532,612
171683,['4'],14,4031,367
171684,['1'],13,4406,593
171685,['4'],10,4532,612
171686,['3'],1,4353,588
171687,['2'],10,4531,612
171688,['3'],1,4353,588
171689,['4'],10,4529,612
171690,['1'],14,4225,382
171691,['1'],1,4530,612
171692,['2'],10,4353,588
171693,['3'],13,4405,593
171694,['2'],10,4531,612
171695,['4'],1,4531,612
171696,['3'],13,4358,588
171697,['2'],10,4531,612
171698,['4'],13,4362,588
171699,['3'],13,4222,382
171700,['1'],1,4531,612
171701,['1'],13,4361,588
171702,['2'],17,4353,588
171703,['3'],10,4222,382
171704,['2'],13,4361,588
171705,['2'],13,4408,593
171706,['1'],1,4531,612
171707,['1'],13,4358,588
171708,['1'],13,4356,588
171709,['4'],13,4042,368
171710,['2'],13,4355,588
171711,['3'],13,4355,588
171712,['1'],10,4406,593
171713,['4'],10,4362,588
171714,['3'],1,4531,612
171715,['4'],14,4218,381
171716,['1'],10,4361,588
171717,['2'],1,4531,612
171718,['4'],13,4355,588
171719,['2'],1,4531,612
171720,['2'],1,4531,612
171721,['4'],22,4361,588
171722,['4'],10,4407,593
171723,['4'],10,4407,593
171724,['4'],10,4407,593
171725,['4'],10,4407,593
171726,['1'],14,4031,367
171727,['4'],19,4407,593
171728,['1'],22,4360,588
171729,['1'],1,4531,612
171730,['1'],1,4531,612
171731,['1'],1,4531,612
171732,['3'],1,4531,612
171733,['3'],27,4387,626
171734,['4'],1,4531,612
171735,['1'],22,4362,588
171736,['4'],1,4531,612
171737,['1'],1,4531,612
171738,['2'],13,4361,588
171739,['1'],1,4531,612
171740,['4'],10,4360,588
171741,['3'],1,4360,588
171742,['4'],4,4531,612
171743,['3'],10,4361,588
171744,['2'],1,4531,612
171745,['1'],10,4406,593
171746,['2'],1,4531,612
171747,['3'],1,4531,612
171748,['2'],10,4447,599
171749,['1'],1,4531,612
171750,['2'],1,4531,612
171751,['3'],10,4356,588
171752,['3'],25,4387,626
171753,['3'],1,4356,588
171754,['3'],22,4357,588
171755,['2'],10,4355,588
171756,['1'],10,4361,588
171757,['2'],10,4408,593
171758,['4'],27,4537,613
171759,['2'],27,4537,613
171760,['3'],13,4416,594
171761,['3'],10,4412,594
171762,['3'],10,4412,594
171763,['3'],10,4437,597
171764,['1'],10,4531,612
171765,['1'],10,4531,612
171766,['1'],10,4529,612
171767,['4'],1,4412,594
171768,['1'],10,4356,588
171769,['1'],13,4359,588
171770,['3'],10,4362,588
171771,['2'],19,4361,588
171772,['2'],19,4365,588
171773,['3'],1,4365,588
171774,['4'],19,4412,594
171775,['1'],19,4416,594
171776,['4'],10,4530,612
171777,['3'],10,4530,612
171778,['2'],10,4530,612
171779,['4'],10,4416,594
171780,['2'],10,4530,612
171781,['2'],10,4530,612
171782,['1'],10,4530,612
171783,['1'],10,4530,612
171784,['4'],10,4530,612
171785,['3'],1,4530,612
171786,['4'],1,4530,612
171787,['3'],1,4530,612
171788,['1'],1,4530,612
171789,['1'],13,4416,594
171790,['1'],13,4365,588
171791,['2'],10,4530,612
171792,['3'],13,4412,594
171793,['4'],13,4365,588
171794,['2'],13,4412,594
171795,['2'],1,4365,588
171796,['3'],1,4412,594
171797,['4'],13,4365,588
171798,['1'],4,4365,588
171799,['4'],13,4361,588
171800,['1'],1,4412,594
171801,['1'],4,4353,588
171802,['4'],1,4365,588
171803,['4'],10,4412,594
171804,['2'],1,4412,594
171805,['2'],1,4412,594
171806,['1'],1,4530,612
171807,['4'],1,4530,612
171808,['3'],10,4530,612
171809,['2'],1,4530,612
171810,['3'],1,4530,612
171811,['2'],1,4412,594
171812,['1'],1,4530,612
171813,['2'],1,4530,612
171814,['3'],13,4530,612
171815,['3'],13,4530,612
171816,['3'],13,4530,612
171817,['4'],1,4530,612
171818,['1'],1,4530,612
171819,['2'],10,4530,612
171820,['4'],1,4530,612
171821,['2'],1,4530,612
171822,['4'],13,4412,594
171823,['4'],13,4530,612
171824,['3'],13,4530,612
171825,['2'],13,4412,594
171826,['2'],13,4530,612
171827,['1'],13,4530,612
171828,['4'],13,4530,612
171829,['1'],13,4530,612
171830,['2'],13,4530,612
171831,['3'],10,4530,612
171832,['4'],13,4530,612
171833,['1'],13,4530,612
171834,['3'],11,4530,612
171835,['1'],10,4530,612
171836,['2'],10,4530,612
171837,['4'],10,4530,612
171838,['3'],13,4416,594
171839,['3'],19,4529,612
171840,['2'],10,4530,612
171842,['4'],10,4530,612
171843,['1'],10,4530,612
171844,['2'],10,4530,612
171845,['2'],10,4530,612
171846,['1'],10,4530,612
171847,['2'],10,4530,612
171848,['1'],10,4450,600
171849,['2'],10,4530,612
171850,['4'],10,4530,612
171851,['4'],10,4530,612
171852,['4'],10,4530,612
171853,['1'],1,4530,612
171854,['2'],13,4416,594
171855,['2'],10,4530,612
171856,['2'],1,4530,612
171857,['4'],19,4530,612
171858,['1'],19,4530,612
171859,['2'],10,4530,612
171860,['4'],1,4412,594
171861,['1'],19,4530,612
171862,['1'],1,4530,612
171863,['4'],10,4412,594
171864,['4'],10,4412,594
171865,['2'],10,4530,612
171866,['3'],27,4530,612
171867,['1'],10,4530,612
171868,['2'],19,4530,612
171869,['2'],19,4530,612
171870,['1'],10,4530,612
171871,['3'],10,4530,612
171872,['1'],10,4530,612
171873,['3'],10,4530,612
171874,['2'],10,4530,612
171875,['1'],27,4535,613
171876,['1'],1,4530,612
171877,['4'],1,4530,612
171878,['2'],27,4534,613
171879,['4'],1,4530,612
171880,['3'],1,4530,612
171881,['3'],1,4363,588
171882,['1'],1,4530,612
171883,['3'],1,4530,612
171884,['1'],1,4530,612
171885,['2'],1,4354,588
171886,['3'],1,4530,612
171887,['1'],1,4530,612
171888,['1'],14,4365,588
171889,['2'],1,4365,588
171890,['4'],1,4412,594
171891,['1'],27,4535,613
171892,['2'],10,4370,589
171893,['1'],1,4413,594
171894,['3'],14,4370,589
171895,['1'],13,4370,589
171896,['1'],13,4373,589
171897,['2'],13,4371,589
171898,['2'],13,4371,589
171899,['3'],1,4371,589
171900,['3'],1,4372,589
171901,['1'],1,4372,589
171902,['2'],1,4412,594
171903,['1'],13,4374,625
171904,['1'],13,4374,625
171905,['3'],13,4375,625
171906,['1'],13,4375,625
171907,['3'],13,4350,587
171908,['2'],14,4416,594
171909,['4'],10,4374,625
171910,['4'],13,4366,589
171911,['3'],13,4377,625
171912,['4'],13,4374,625
171913,['1'],10,4374,625
171914,['4'],13,4374,625
171915,['1'],10,4374,625
171916,['3'],27,4537,613
171917,['3'],1,4374,625
171918,['2'],1,4374,625
171919,['2'],1,4374,625
171920,['4'],13,4374,625
171921,['2'],10,4374,625
171922,['2'],1,4530,612
171923,['3'],14,4530,612
171924,['4'],1,4530,612
171925,['2'],1,4530,612
171926,['3'],1,4441,598
171927,['1'],1,4530,612
171929,['4'],10,4530,612
171930,['4'],10,4530,612
171931,['4'],19,4530,612
171933,['3'],13,4374,625
171934,['3'],13,4374,625
171935,['3'],13,4374,625
171936,['3'],13,4374,625
171937,['3'],13,4374,625
171939,['3'],13,4374,625
171942,['3'],13,4374,625
171943,['3'],13,4374,625
171946,['4'],19,4530,612
171947,['3'],10,4374,625
171948,['4'],1,4530,612
171949,['4'],1,4530,612
171950,['3'],13,4374,625
171951,['3'],13,4375,625
171952,['2'],1,4375,625
171953,['1'],1,4375,625
171954,['3'],13,4376,625
171955,['3'],13,4375,625
171956,['3'],1,4412,594
171957,['1'],13,4376,625
171958,['1'],1,4375,625
171959,['1'],10,4412,594
171960,['1'],13,4376,625
171961,['4'],10,4412,594
171962,['2'],13,4376,625
171963,['4'],13,4376,625
171964,['1'],13,4376,625
171965,['3'],22,4416,594
171966,['4'],13,4376,625
171967,['4'],22,4421,595
171968,['2'],13,4421,595
171969,['2'],13,4425,595
171970,['4'],13,4424,595
171971,['4'],1,4421,595
171972,['3'],13,4420,595
171973,['2'],13,4418,595
171974,['4'],13,4423,595
171975,['4'],13,4424,595
171976,['2'],10,4424,595
171977,['1'],13,4423,595
171978,['4'],10,4422,595
171979,['2'],1,4340,624
171980,['2'],1,4421,595
171981,['1'],13,4424,595
171982,['3'],13,4421,595
171983,['2'],13,4425,595
171984,['3'],10,4421,595
171985,['2'],13,4424,595
171986,['3'],13,4421,595
171987,['1'],13,4421,595
171988,['4'],13,4351,587
171989,['4'],13,4408,593
171990,['3'],13,4366,589
171991,['2'],13,4375,625
171992,['1'],13,4375,625
171993,['4'],13,4375,625
171994,['1'],13,4420,595
171995,['3'],13,4376,625
171996,['3'],13,4376,625
171997,['1'],13,4421,595
171998,['1'],10,4376,625
171999,['1'],13,4376,625
172000,['1'],13,4421,595
172001,['1'],13,4376,625
172002,['2'],13,4420,595
172003,['2'],13,4376,625
172004,['4'],10,4377,625
172005,['1'],13,4423,595
172006,['3'],13,4423,595
172007,['1'],13,4421,595
172008,['2'],13,4421,595
172009,['4'],16,4376,625
172010,['1'],13,4376,625
172011,['3'],27,4571,620
172012,['4'],1,4377,625
172013,['2'],10,4420,595
172014,['4'],10,4377,625
172015,['1'],13,4376,625
172016,['4'],10,4377,625
172017,['3'],1,4377,625
172018,['3'],10,4377,625
172019,['2'],10,4377,625
172020,['3'],10,4377,625
172021,['3'],10,4429,596
172022,['2'],22,4377,625
172023,['4'],19,4377,625
172024,['1'],10,4529,612
172025,['1'],22,4430,596
172026,['2'],22,4428,596
172027,['1'],1,4498,608
172028,['3'],13,4498,608
172029,['2'],10,4498,608
172030,['4'],10,4498,608
172031,['3'],10,4429,596
172032,['3'],19,4498,608
172033,['1'],13,4529,612
172034,['3'],10,4498,608
172035,['4'],10,4498,608
172036,['2'],13,4498,608
172037,['1'],1,4498,608
172038,['2'],1,4498,608
172039,['3'],10,4498,608
172040,['1'],1,4498,608
172041,['2'],1,4498,608
172042,['2'],10,4498,608
172043,['3'],1,4498,608
172044,['4'],1,4498,608
172045,['1'],13,4498,608
172046,['3'],10,4498,608
172047,['4'],13,4498,608
172048,['1'],10,4498,608
172049,['4'],1,4498,608
172050,['1'],1,4498,608
172051,['2'],13,4498,608
172052,['2'],13,4529,612
172053,['3'],22,4430,596
172054,['1'],4,4575,590
172055,['1'],13,4575,590
172056,['2'],13,4575,590
172057,['1'],4,4575,590
172058,['3'],1,4575,590
172059,['2'],10,4428,596
172060,['2'],10,4430,596
172061,['3'],4,4575,590
172062,['3'],4,4575,590
172063,['1'],10,4529,612
172064,['2'],13,4529,612
172065,['3'],13,4575,590
172066,['3'],13,4529,612
172067,['4'],13,4529,612
172068,['1'],10,4529,612
172069,['1'],4,4575,590
172070,['1'],1,4430,596
172071,['2'],13,4529,612
172072,['4'],1,4575,590
172073,['2'],1,4575,590
172074,['3'],1,4575,590
172075,['1'],13,4529,612
172076,['4'],13,4529,612
172077,['2'],10,4430,596
172078,['1'],1,4529,612
172079,['4'],1,4529,612
172080,['3'],1,4529,612
172081,['4'],13,4529,612
172083,['1'],1,4428,596
172085,['2'],1,4529,612
172087,['2'],10,4529,612
172089,['1'],10,4529,612
172090,['1'],10,4529,612
172091,['4'],13,4498,608
172092,['1'],10,4529,612
172093,['2'],10,4575,590
172094,['3'],10,4431,596
172095,['3'],10,4529,612
172096,['1'],13,4575,590
172097,['2'],10,4529,612
172098,['1'],10,4428,596
172099,['3'],1,4529,612
172100,['1'],10,4575,590
172101,['4'],10,4575,590
172102,['3'],10,4430,596
172103,['4'],10,4575,590
172104,['2'],10,4430,596
172105,['2'],10,4472,603
172106,['2'],4,4380,590
172107,['3'],13,4380,590
172108,['1'],13,4380,590
172109,['1'],13,4380,590
172110,['2'],22,4380,590
172111,['1'],13,4380,590
172112,['4'],1,4430,596
172113,['4'],13,4380,590
172114,['4'],13,4381,590
172115,['1'],13,4381,590
172116,['4'],13,4381,590
172117,['4'],10,4381,590
172118,['2'],13,4381,590
172119,['2'],13,4381,590
172120,['2'],13,4381,590
172121,['4'],13,4381,590
172122,['3'],27,4535,613
172123,['2'],13,4381,590
172124,['3'],1,4430,596
172125,['4'],27,4535,613
172126,['4'],23,4428,596
172127,['3'],27,4537,613
172128,['2'],27,4535,613
172129,['2'],27,4534,613
172130,['1'],27,4535,613
172131,['1'],10,4430,596
172132,['3'],1,4430,596
172133,['2'],1,4432,596
172134,['3'],13,4429,596
172135,['1'],10,4430,596
172136,['2'],13,4433,596
172137,['3'],13,4431,596
172138,['1'],13,4430,596
172139,['1'],1,4430,596
172140,['2'],1,4430,596
172244,['3'],13,4226,382
172245,['4'],14,4224,382
172246,['1'],14,4224,382
172247,['3'],14,4224,382
172248,['3'],14,4224,382
172249,['3'],14,4224,382
172250,['3'],14,4187,385
172251,['1'],14,4170,380
172252,['2'],14,4170,380
172253,['1'],14,4170,380
172254,['2'],14,4170,380
172255,['2'],14,4170,380
172256,['2'],14,4170,380
172257,['4'],14,4170,380
172258,['1'],14,4170,380
172259,['1'],14,4170,380
172260,['2'],14,4171,380
172261,['1'],14,4171,380
172262,['1'],14,4014,362
172263,['1'],10,4170,380
172264,['3'],14,4168,380
172265,['2'],14,4170,380
172266,['1'],14,4171,380
172267,['2'],14,4170,380
172268,['2'],14,4170,380
172269,['4'],14,4170,380
172270,['4'],14,4193,383
172271,['2'],14,4170,380
172272,['1'],14,4170,380
172273,['3'],13,4170,380
172275,['3'],14,4170,380
172276,['3'],14,4185,385
172277,['3'],13,4170,380
172279,['4'],14,4170,380
172280,['1'],13,4170,380
172281,['4'],14,4171,380
172282,['1'],13,4171,380
172283,['1'],14,4167,380
172284,['4'],13,4171,380
172285,['3'],14,4014,362
172286,['1'],14,4171,380
172287,['3'],14,4170,380
172288,['1'],14,4218,381
172289,['2'],14,4218,381
172290,['4'],14,4218,381
172291,['4'],14,4218,381
172292,['2'],14,4171,380
172293,['1'],14,4218,381
172294,['3'],14,4218,381
172295,['4'],13,4218,381
172296,['4'],13,4218,381
172297,['2'],10,4218,381
172298,['4'],14,4218,381
172299,['4'],13,4218,381
172300,['1'],13,4218,381
172301,['3'],14,4218,381
172303,['3'],14,4170,380
172304,['1'],13,4170,380
172305,['1'],14,4218,381
172306,['3'],13,4218,381
172307,['1'],14,4170,380
172308,['2'],13,4218,381
172309,['2'],14,4170,380
172310,['3'],14,4218,381
172311,['3'],14,4218,381
172313,['3'],13,4218,381
172316,['4'],13,4433,596
172317,['1'],10,4529,612
172318,['4'],10,4529,612
172319,['1'],10,4530,612
172320,['2'],1,4530,612
172321,['4'],10,4529,612
172322,['2'],10,4529,612
172323,['3'],10,4530,612
172324,['4'],10,4529,612
172325,['4'],10,4529,612
172326,['2'],10,4529,612
172327,['2'],10,4529,612
172328,['3'],10,4529,612
172329,['4'],10,4529,612
172330,['1'],10,4530,612
172331,['1'],10,4529,612
172332,['3'],10,4529,612
172333,['3'],13,4385,626
172334,['4'],1,4383,626
172335,['1'],13,4384,626
172336,['2'],1,4383,626
172337,['4'],10,4385,626
172338,['2'],10,4386,626
172339,['3'],10,4386,626
172340,['1'],10,4386,626
172341,['2'],1,4386,626
172342,['2'],1,4386,626
172343,['2'],10,4386,626
172344,['4'],10,4387,626
172345,['4'],10,4430,596
172346,['1'],22,4433,596
172347,['2'],1,4387,626
172348,['2'],10,4387,626
172349,['3'],1,4387,626
172350,['1'],10,4387,626
172351,['1'],10,4430,596
172352,['3'],10,4387,626
172353,['4'],10,4387,626
172354,['2'],1,4430,596
172355,['3'],10,4387,626
172356,['4'],10,4387,626
172357,['1'],10,4430,596
172358,['3'],10,4387,626
172359,['4'],10,4387,626
172360,['2'],10,4433,596
172361,['2'],19,4390,591
172362,['3'],27,4554,617
172363,['1'],10,4528,611
172364,['2'],10,4528,611
172365,['1'],10,4528,611
172366,['2'],10,4387,626
172367,['2'],10,4528,611
172368,['1'],10,4387,626
172369,['4'],1,4387,626
172370,['3'],10,4528,611
172371,['4'],10,4387,626
172372,['2'],10,4528,611
172373,['4'],10,4437,597
172374,['1'],10,4528,611
172375,['1'],10,4387,626
172376,['1'],10,4528,611
172377,['4'],10,4528,611
172378,['1'],1,4387,626
172379,['2'],10,4528,611
172380,['1'],10,4528,611
172381,['4'],10,4528,611
172382,['1'],10,4528,611
172383,['1'],10,4528,611
172384,['3'],10,4528,611
172385,['2'],10,4528,611
172386,['4'],10,4528,611
172387,['1'],10,4528,611
172388,['4'],1,4439,597
172389,['2'],10,4483,606
172390,['2'],1,4387,626
172391,['2'],10,4387,626
172392,['3'],10,4387,626
172393,['3'],1,4437,597
172394,['1'],10,4528,611
172395,['2'],10,4387,626
172396,['3'],10,4528,611
172397,['3'],10,4387,626
172398,['4'],10,4528,611
172399,['1'],10,4528,611
172400,['4'],10,4528,611
172401,['1'],10,4528,611
172402,['2'],10,4528,611
172403,['3'],10,4387,626
172404,['1'],10,4528,611
172405,['2'],10,4528,611
172406,['2'],1,4528,611
172407,['4'],10,4387,626
172408,['1'],1,4528,611
172409,['2'],1,4528,611
172410,['1'],10,4387,626
172411,['1'],1,4528,611
172412,['4'],1,4528,611
172413,['2'],19,4387,626
172414,['2'],1,4528,611
172415,['3'],1,4528,611
172416,['3'],1,4528,611
172417,['1'],1,4528,611
172418,['3'],1,4528,611
172419,['4'],1,4528,611
172420,['2'],10,4528,611
172421,['4'],10,4528,611
172422,['4'],10,4528,611
172423,['2'],19,4528,611
172424,['3'],10,4527,611
172425,['2'],10,4528,611
172426,['1'],13,4528,611
172427,['2'],10,4528,611
172428,['2'],10,4528,611
172429,['3'],22,4387,626
172430,['2'],10,4528,611
172431,['1'],19,4528,611
172432,['3'],10,4528,611
172433,['1'],10,4528,611
172434,['2'],10,4527,611
172435,['2'],10,4527,611
172436,['1'],10,4527,611
172437,['2'],10,4527,611
172438,['1'],1,4437,597
172439,['1'],10,4527,611
172440,['2'],19,4437,597
172441,['4'],10,4438,597
172442,['4'],22,4438,597
172443,['4'],10,4421,595
172444,['2'],10,4527,611
172445,['2'],10,4527,611
172446,['1'],19,4527,611
172447,['4'],19,4527,611
172448,['4'],19,4524,611
172449,['1'],19,4524,611
172450,['2'],10,4527,611
172451,['1'],1,4527,611
172467,['3'],10,4526,611
172468,['2'],10,4526,611
172469,['1'],10,4525,611
172470,['4'],10,4526,611
172471,['1'],10,4526,611
172472,['1'],10,4387,626
172473,['2'],13,4387,626
172474,['3'],10,4387,626
172475,['2'],13,4387,626
172476,['4'],13,4438,597
172477,['4'],13,4387,626
172478,['3'],13,4387,626
172479,['4'],10,4372,589
172480,['3'],13,4387,626
172481,['1'],13,4438,597
172482,['3'],10,4434,597
172483,['4'],13,4437,597
172484,['1'],10,4437,597
172485,['2'],13,4437,597
172486,['2'],10,4437,597
172487,['1'],10,4437,597
172488,['1'],13,4437,597
172489,['2'],13,4437,597
172490,['3'],13,4437,597
172491,['3'],10,4437,597
172492,['3'],13,4437,597
172493,['2'],13,4437,597
172494,['4'],13,4395,591
172495,['3'],13,4437,597
172496,['4'],13,4393,591
172497,['1'],13,4395,591
172498,['2'],10,4393,591
172499,['3'],13,4390,591
172500,['1'],13,4392,591
172501,['3'],13,4388,591
172502,['4'],22,4437,597
172503,['2'],10,4395,591
172504,['1'],10,4434,597
172505,['2'],10,4391,591
172506,['1'],10,4393,591
172507,['2'],27,4388,591
172508,['4'],1,4388,591
172509,['3'],10,4438,597
172510,['3'],13,4437,597
172511,['4'],13,4437,597
172512,['2'],13,4437,597
172513,['2'],13,4437,597
172514,['1'],13,4437,597
172569,['4'],14,4181,386
172570,['2'],14,4172,386
172571,['3'],14,4176,386
172572,['1'],14,4172,386
172573,['1'],14,4176,386
172574,['2'],14,4177,386
172575,['3'],14,4176,386
172576,['2'],14,4176,386
172577,['2'],14,4175,386
172578,['2'],14,4176,386
172579,['3'],14,4176,386
172580,['1'],14,4175,386
172581,['2'],14,4181,386
172582,['4'],14,4175,386
172583,['3'],14,4180,386
172584,['3'],14,4181,386
172585,['4'],14,4181,386
172586,['1'],14,4181,386
172587,['1'],14,4175,386
172588,['4'],14,4181,386
172589,['3'],14,4180,386
172590,['2'],14,4180,386
172591,['1'],14,4180,386
172592,['4'],14,4180,386
172593,['2'],14,4175,386
172594,['2'],14,4174,386
172595,['4'],14,4172,386
172596,['1'],14,4172,386
172597,['3'],14,4172,386
172598,['2'],14,4175,386
172599,['3'],14,4172,386
172600,['3'],14,4172,386
172601,['4'],14,4172,386
172606,['2'],14,4175,386
172607,['1'],14,4176,386
172608,['4'],14,4175,386
172609,['1'],14,4175,386
172610,['2'],10,4176,386
172611,['1'],13,4176,386
172612,['1'],14,4176,386
172613,['2'],14,4175,386
172614,['1'],13,4174,386
172615,['1'],14,4175,386
172616,['2'],14,4175,386
172617,['1'],13,4175,386
172618,['1'],14,4175,386
172619,['3'],13,4210,384
172620,['1'],13,3503,299
172622,['4'],13,3483,295
172623,['1'],14,3483,295
172624,['3'],13,3483,295
172625,['4'],13,3483,295
172626,['4'],13,3479,295
172627,['1'],23,3481,295
172628,['3'],14,3483,295
172629,['3'],14,3476,295
172630,['4'],13,3479,295
172631,['4'],14,3479,295
172632,['1'],27,3479,295
172633,['1'],14,3490,297
172636,['2'],14,3479,295
172637,['2'],14,3483,295
172638,['1'],14,3483,295
172639,['2'],14,3782,301
172640,['4'],14,3483,295
172641,['3'],14,3478,295
172642,['3'],10,3481,295
172643,['2'],14,3783,301
172644,['1'],14,3478,295
172645,['4'],14,3479,295
172646,['3'],14,3483,295
172647,['2'],14,3483,295
172648,['3'],14,3479,295
172649,['2'],14,3479,295
172650,['2'],14,3479,295
172651,['2'],14,3481,295
172652,['3'],14,3481,295
172653,['3'],13,3479,295
172654,['1'],13,3479,295
172655,['4'],14,3483,295
172656,['2'],14,3476,295
172658,['3'],14,3481,295
172659,['1'],14,3481,295
172660,['1'],13,3481,295
172661,['3'],26,3481,295
172664,['3'],15,3483,295
172666,['3'],14,3479,295
172667,['3'],14,3479,295
172668,['1'],14,3476,295
172669,['2'],2,3476,295
172674,['2'],10,3491,297
172675,['4'],13,3483,295
172676,['2'],14,3483,295
172677,['3'],1,3483,295
172678,['3'],14,3481,295
172679,['3'],14,3481,295
172680,['3'],14,3481,295
172681,['3'],14,3483,295
172682,['1'],13,3483,295
172683,['1'],14,3479,295
172684,['1'],14,3483,295
172685,['1'],14,3479,295
172686,['1'],14,3476,295
172687,['4'],14,3479,295
172688,['2'],13,3483,295
172689,['2'],1,3483,295
172690,['3'],14,3481,295
172691,['1'],14,3479,295
172692,"['1', '3', '4']",13,3481,295
172693,"['1', '4']",14,3483,295
172694,"['2', '4']",5,3476,295
172695,"['1', '2', '3']",14,3481,295
172696,"['2', '3']",14,3479,295
172697,"['1', '2', '3', '4']",16,3479,295
172698,"['1', '2']",1,3477,295
172699,"['1', '3', '4']",14,3483,295
172700,"['1', '2', '3']",14,3479,295
172701,"['2', '3', '4']",14,3479,295
172702,['1'],13,4388,591
172703,['1'],13,4388,591
172704,['3'],13,4392,591
172705,['4'],13,4391,591
172706,['1'],13,4391,591
172707,['1'],13,4392,591
172708,['2'],10,4508,610
172709,['1'],10,4524,611
172710,['1'],10,4526,611
172711,['2'],13,4390,591
172712,['3'],10,4526,611
172713,['1'],10,4526,611
172714,['2'],13,4441,598
172715,['2'],10,4526,611
172716,['3'],10,4526,611
172717,['2'],13,4393,591
172718,['4'],10,4526,611
172719,['2'],10,4526,611
172720,['1'],10,4362,588
172721,['4'],10,4526,611
172722,['1'],1,4525,611
172723,['4'],10,4525,611
172724,['2'],10,4525,611
172725,['3'],10,4525,611
172726,['1'],10,4525,611
172727,['2'],13,4388,591
172728,['3'],19,4521,611
172729,['4'],10,4525,611
172730,['1'],10,4525,611
172731,['3'],13,4390,591
172732,['4'],10,4525,611
172733,['1'],19,4521,611
172734,['4'],13,4441,598
172735,['2'],10,4521,611
172736,['1'],1,4521,611
172737,['4'],1,4521,611
172738,['4'],13,4392,591
172739,['1'],1,4521,611
172740,['3'],10,4521,611
172741,['2'],10,4524,611
172742,['1'],10,4521,611
172743,['4'],1,4521,611
172744,['2'],10,4520,611
172745,['1'],10,4520,611
172746,['4'],10,4520,611
172747,['2'],10,4520,611
172748,['3'],10,4520,611
172749,['4'],19,4520,611
172750,['2'],10,4520,611
172751,['2'],10,4527,611
172752,['1'],13,4428,596
172753,['1'],10,4521,611
172754,['3'],10,4520,611
172755,['3'],13,4440,598
172756,['2'],13,4399,591
172757,['3'],13,4441,598
172758,['1'],1,4521,611
172759,['3'],13,4510,610
172760,['4'],1,4523,611
172761,['1'],1,4523,611
172762,['2'],1,4523,611
172763,['2'],1,4523,611
172764,['3'],10,4527,611
172765,['3'],27,4566,620
172766,['1'],1,4521,611
172767,['3'],10,4523,611
172768,['4'],10,4365,588
172769,['1'],10,4527,611
172770,['4'],19,4442,598
172771,['2'],13,4399,591
172772,['3'],13,4399,591
172773,['2'],13,4442,598
172774,['2'],13,4399,591
172775,['1'],13,4428,596
172776,['1'],13,4399,591
172777,['4'],27,4573,620
172778,['2'],14,4440,598
172779,['1'],13,4441,598
172780,['1'],13,4400,592
172781,['4'],13,4400,592
172782,['2'],13,4400,592
172783,['1'],13,4400,592
172784,['4'],13,4442,598
172785,['2'],1,4441,598
172786,['3'],13,4440,598
172787,['3'],1,4400,592
172788,['3'],13,4442,598
172789,['4'],13,4440,598
172790,['2'],13,4440,598
172791,['1'],13,4443,598
172792,['1'],4,4442,598
172793,['3'],1,4524,611
172794,['4'],1,4527,611
172795,['1'],1,4523,611
172796,['1'],1,4522,611
172797,['4'],1,4522,611
172798,['2'],1,4522,611
172799,['3'],22,4403,592
172800,['1'],1,4524,611
172801,['3'],1,4345,624
172802,['2'],1,4527,611
172803,['1'],1,4527,611
172804,['4'],1,4521,611
172805,['1'],1,4521,611
172806,['2'],1,4521,611
172807,['1'],10,4521,611
172808,['3'],27,4521,611
172809,['2'],1,4521,611
172810,['2'],10,4521,611
172811,['3'],13,4443,598
172821,['1'],13,4400,592
172825,['2'],13,4481,605
172826,['4'],13,4441,598
172827,['1'],13,4440,598
172828,['1'],13,4442,598
172829,['4'],13,4442,598
172830,['3'],13,4402,592
172831,['3'],10,4443,598
172832,['3'],22,4403,592
172833,['1'],13,4403,592
172834,['1'],10,4403,592
172835,['3'],14,4484,606
172836,['2'],10,4443,598
172837,['4'],13,4403,592
172838,['4'],13,4403,592
172839,['2'],13,4440,598
172840,['3'],13,4442,598
172841,['3'],13,4403,592
172842,['1'],13,4442,598
172843,['1'],13,4403,592
172844,['1'],13,4403,592
172845,['1'],13,4440,598
172846,['4'],1,4482,605
172847,['4'],10,4403,592
172848,['2'],10,4482,605
172859,['4'],13,4440,598
172862,['1'],10,4521,611
172865,['1'],10,4520,611
172866,['1'],1,4405,593
